ProductName,CompanyName,BrandName,PrimaryCategory,SubCategory,ChemicalName,InitialDateReported,DiscontinuedDate,ChemicalCreatedAt,Carcinogenesis ,Skin dangers(0-5)
Body Lotion SPF-25,"Sunrider Manufacturing, L.P.",Oi-Lin,Skin Care  ,Skin Moisturizers,Titanium dioxide,09-02-2009,01-01-2010,09-02-2009,1,1
Body Lotion SPF-25,"Sunrider Manufacturing, L.P.",Oi-Lin,Sun-Related ,Sunscreen ,Titanium dioxide,09-02-2009,01-01-2010,09-02-2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Lip Tint,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Full Color Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Babes Diamond Lips,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
Buxom Big & Healthy Lip Polish,"Bare Escentuals Beauty, Inc.",BUXOM,Makeup,Lip Gloss/Shine,Titanium dioxide,09/16/2009,04/26/2016,09/16/2009,1,1
bareMinerals Tutorials: The Foiled Eye,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eyeliner/Eyebrow Pencils,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: The Foiled Eye,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eye Shadow,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: The Foiled Eye,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eyeliner/Eyebrow Pencils,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: The Foiled Eye,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eye Shadow,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eyeliner/Eyebrow Pencils,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eye Shadow,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eyeliner/Eyebrow Pencils,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eye Shadow,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eyeliner/Eyebrow Pencils,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eye Shadow,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eyeliner/Eyebrow Pencils,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
bareMinerals Tutorials: Eye Lining,"Bare Escentuals Beauty, Inc.",bareMinerals,Makeup,Eye Shadow,Titanium dioxide,09/17/2009,04/26/2016,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Technailcolors,AMCO International,NSI,Nail ,Artificial Nails and Related Products,Titanium dioxide,09/17/2009,04/26/2019,09/17/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Luminous Shadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,11/22/2011,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Lasting Cream Eyeshadow,Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Eye Shadow,Titanium dioxide,09/19/2009,07-08-2015,09/19/2009,1,1
Purely Mineral Bronzing Powder (Pressed),Merle Norman Cosmetics,Merle Norman Cosmetics,Makeup,Face Powders,Titanium dioxide,09/20/2009,04/19/2012,09/20/2009,1,1
Nail Polish,Added Extras LLC,Topps,Nail ,Nail Polish and Enamel,Ethyl acrylate,09/29/2009,01-01-2009,09/29/2009,0,1
Nail Polish,Added Extras LLC,Topps,Nail ,Nail Polish and Enamel,Ethyl acrylate,09/29/2009,01-01-2009,09/29/2009,0,1
Nail Polish,Added Extras LLC,Topps,Nail ,Nail Polish and Enamel,Ethyl acrylate,09/29/2009,01-01-2009,09/29/2009,0,1
Balsam Lasting Color Color Locking Crï¿½me,The Procter & Gamble Company,Clairol,Hair Coloring ,Hair Dyes and Colors,Titanium dioxide,10-01-2009,10-02-2016,10-01-2009,1,1
Balsam Lasting Color Color Locking Crï¿½me,The Procter & Gamble Company,Clairol,Hair Coloring ,Hair Dyes and Colors,Titanium dioxide,10-01-2009,10-02-2016,10-01-2009,1,1
Balsam Lasting Color Color Locking Crï¿½me,The Procter & Gamble Company,Clairol,Hair Coloring ,Hair Dyes and Colors,Titanium dioxide,10-01-2009,10-02-2016,10-01-2009,1,1
Balsam Lasting Color Color Locking Crï¿½me,The Procter & Gamble Company,Clairol,Hair Coloring ,Hair Dyes and Colors,Titanium dioxide,10-01-2009,10-02-2016,10-01-2009,1,1
Balsam Lasting Color Color Locking Crï¿½me,The Procter & Gamble Company,Clairol,Hair Coloring ,Hair Dyes and Colors,Titanium dioxide,10-01-2009,10-02-2016,10-01-2009,1,1
Balsam Lasting Color Color Locking Crï¿½me,The Procter & Gamble Company,Clairol,Hair Coloring ,Hair Dyes and Colors,Titanium dioxide,10-01-2009,10-02-2016,10-01-2009,1,1
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Makeup,Foundations and Bases,Titanium dioxide,10-02-2009,01/21/2014,10-02-2009,1,1
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Makeup,Foundations and Bases,Butylated hydroxyanisole,10-02-2009,01/21/2014,10-02-2009,1,0
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Sun-Related ,Sunscreen ,Titanium dioxide,10-02-2009,01/21/2014,10-02-2009,1,1
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Sun-Related ,Sunscreen ,Butylated hydroxyanisole,10-02-2009,01/21/2014,10-02-2009,1,0
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Makeup,Foundations and Bases,Titanium dioxide,10-02-2009,01/21/2014,10-02-2009,1,1
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Makeup,Foundations and Bases,Butylated hydroxyanisole,10-02-2009,01/21/2014,10-02-2009,1,0
Elizabeth Arden Flawless Finish Radiant Moisture Makeup SPF 8,"Elizabeth Arden, Inc.",Elizabeth Arden,Sun-Related ,Sunscreen ,Titanium dioxide,10-02-2009,01/21/2014,10-02-2009,1,1
